Date,HomeTeam,AwayTeam,FTHG,FTAG
1997-12-06,Tranmere,Ipswich,1,1
1997-12-07,Wimbledon,Southampton,1,0
1997-12-07,Merida,Santander,1,2
1997-12-07,Willem II,PSV Eindhoven,4,1
1997-12-07,Betis,Tenerife,3,0
1997-12-07,Salamanca,La Coruna,4,1
1997-12-07,Mouscron,Molenbeek,4,0
1997-12-07,Roma,Atalanta,3,0
1997-12-07,Piacenza,Napoli,1,0
1997-12-07,Lecce,Vicenza,0,1
1997-12-07,Fiorentina,Parma,1,1
1997-12-07,Brescia,Empoli,3,1
1997-12-07,Milan,Bari,2,0
1997-12-07,Aalst,Club Brugge,1,4
1997-12-07,Sociedad,Valencia,1,1
1997-12-07,Celta,Valladolid,2,0
1997-12-07,Wolfsburg,Hansa Rostock,1,1
1997-12-07,Marseille,Montpellier,0,0
1997-12-07,Bastia,Toulouse,0,0
1997-12-07,Udinese,Bologna,4,3
1997-12-07,Utrecht,Vitesse,5,3
1997-12-07,Nijmegen,Feyenoord,3,2
1997-12-07,Groningen,MVV Maastricht,2,3
1997-12-07,Compostela,Ath Bilbao,1,4
1997-12-08,Sheffield Weds,Barnsley,2,1
1997-12-09,Portsmouth,Wolves,3,2
1997-12-09,Charlton,Sheffield United,2,1
1997-12-12,Hansa Rostock,Werder Bremen,1,2
1997-12-12,Hertha,Kaiserslautern,2,0
1997-12-12,Oxford,QPR,3,1
1997-12-12,Sparta,Willem II,4,1
1997-12-12,Roda JC,MVV Maastricht,3,0
1997-12-13,Stuttgart,Bielefeld,1,0
1997-12-13,Hamburg,Wolfsburg,1,2
1997-12-13,Schalke 04,Duisburg,1,1
1997-12-13,Karlsruhe,Munich 1860,0,0
1997-12-13,FC Koln,Dortmund,4,2
1997-12-13,Bayern Munich,M’Gladbach,3,2
1997-12-13,Antwerp,Lokeren,1,2
1997-12-13,Westerlo,Aalst,0,3
1997-12-13,Chateauroux,Bastia,1,1
1997-12-13,Lierse,Mouscron,2,0
1997-12-13,Chelsea,Leeds,0,0
1997-12-13,Barnsley,Newcastle,2,2
1997-12-13,Arsenal,Blackburn,1,3
1997-12-13,Crystal Palace,Liverpool,0,3
1997-12-13,Nantes,Strasbourg,2,1
1997-12-13,Molenbeek,Charleroi,1,2
1997-12-13,Toulouse,Montpellier,1,1
1997-12-13,Ipswich,Portsmouth,2,0
1997-12-13,Birmingham,Man City,2,1
1997-12-13,Bradford,Bury,1,0
1997-12-13,Charlton,Port Vale,1,0
1997-12-13,Huddersfield,Norwich,1,3
1997-12-13,Stockport,Tranmere,3,1
1997-12-13,Middlesbrough,Reading,4,0
1997-12-13,Sheffield United,Swindon,2,1
1997-12-13,Coventry,Tottenham,4,0
1997-12-13,Everton,Wimbledon,0,0
1997-12-13,Southampton,Leicester,2,1
1997-12-13,West Ham,Sheffield Weds,1,0
1997-12-13,Gent,St Truiden,1,1
1997-12-13,Ath Bilbao,Celta,2,1
1997-12-13,Barcelona,Espanol,3,1
1997-12-13,Mallorca,Betis,1,2
1997-12-13,Stoke,Crewe,0,2
1997-12-13,Lens,Marseille,0,1
1997-12-13,Sunderland,West Brom,2,0
1997-12-13,Guingamp,Auxerre,1,1
1997-12-13,Lyon,Le Havre,0,1
1997-12-13,Beveren,Germinal,0,1
1997-12-13,Heerenveen,Vitesse,3,2
1997-12-13,Bordeaux,Cannes,0,1
1997-12-14,Monaco,Rennes,1,0
1997-12-14,Napoli,Parma,0,4
1997-12-14,Bochum,Leverkusen,0,0
1997-12-14,Bologna,Lecce,2,0
1997-12-14,Bari,Udinese,0,0
1997-12-14,Paris SG,Metz,1,1
1997-12-14,Bolton,Derby,3,3
1997-12-14,Atalanta,Milan,1,2
1997-12-14,Valladolid,Oviedo,1,0
1997-12-14,Valencia,Compostela,4,1
1997-12-14,La Coruna,Sociedad,1,1
1997-12-14,Real Madrid,Merida,1,0
1997-12-14,Santander,Zaragoza,2,3
1997-12-14,Tenerife,Ath Madrid,2,2
1997-12-14,Sp Gijon,Salamanca,1,1
1997-12-14,Vicenza,Fiorentina,1,5
1997-12-14,Lazio,Brescia,1,0
1997-12-14,Piacenza,Juventus,1,1
1997-12-14,Wolves,Nott'm Forest,2,1
1997-12-14,Empoli,Sampdoria,4,1
1997-12-14,Inter,Roma,3,0
1997-12-14,Feyenoord,Twente,2,2
1997-12-14,Club Brugge,Lommel,2,0
1997-12-14,Genk,Standard,1,1
1997-12-14,Volendam,Ajax,0,3
1997-12-14,Groningen,NAC Breda,1,1
1997-12-14,Harelbeke,Anderlecht,1,1
1997-12-14,Waalwijk,For Sittard,1,2
1997-12-15,Man United,Aston Villa,1,0
1997-12-16,Dortmund,Hertha,3,0
1997-12-17,Salamanca,Tenerife,2,0
1997-12-17,Sociedad,Sp Gijon,2,1
1997-12-17,Zaragoza,Real Madrid,2,2
1997-12-17,Newcastle,Derby,0,0
1997-12-17,Oviedo,Ath Bilbao,1,2
1997-12-17,Antwerp,Club Brugge,0,1
1997-12-17,Merida,Valladolid,0,0
1997-12-17,Espanol,Santander,0,0
1997-12-17,Compostela,Celta,0,0
1997-12-17,Ath Madrid,Mallorca,2,3
1997-12-18,Valencia,La Coruna,1,0
1997-12-19,Strasbourg,Toulouse,2,0
1997-12-19,Metz,Monaco,3,0
1997-12-19,M’Gladbach,Hertha,4,2
1997-12-19,Le Havre,Nantes,1,0
1997-12-19,Rennes,Paris SG,1,2
1997-12-19,Montpellier,Lens,1,2
1997-12-19,For Sittard,Roda JC,1,1
1997-12-19,Bastia,Lyon,0,1
1997-12-19,Charleroi,Lierse,3,0
1997-12-19,Dortmund,Schalke 04,2,2
1997-12-19,Auxerre,Bordeaux,4,2
1997-12-20,Blackburn,West Ham,3,0
1997-12-20,Derby,Crystal Palace,0,0
1997-12-20,Crewe,Sunderland,0,3
1997-12-20,Man City,Middlesbrough,2,0
1997-12-20,Port Vale,Ipswich,1,3
1997-12-20,Liverpool,Coventry,1,0
1997-12-20,Nott'm Forest,Stockport,2,1
1997-12-20,Portsmouth,Charlton,0,2
1997-12-20,Reading,Wolves,0,0
1997-12-20,Bury,Sheffield United,1,1
1997-12-20,Swindon,Birmingham,1,1
1997-12-20,Aston Villa,Southampton,1,1
1997-12-20,Leicester,Everton,0,1
1997-12-20,Leeds,Bolton,2,0
1997-12-20,Tottenham,Barnsley,3,0
1997-12-20,Graafschap,Groningen,2,3
1997-12-20,MVV Maastricht,Utrecht,0,0
1997-12-20,Nijmegen,Sparta,2,0
1997-12-20,Tranmere,Oxford,0,2
1997-12-20,Standard,Gent,3,3
1997-12-20,St Truiden,Club Brugge,0,2
1997-12-20,Mouscron,Genk,0,2
1997-12-20,Lommel,Westerlo,2,1
1997-12-20,Lokeren,Molenbeek,5,0
1997-12-20,Anderlecht,Beveren,2,0
1997-12-20,Barcelona,Ath Madrid,3,1
1997-12-20,Sheffield Weds,Chelsea,1,4
1997-12-20,West Brom,Huddersfield,0,2
1997-12-20,Norwich,Stoke,0,0
1997-12-20,Leverkusen,Stuttgart,6,1
1997-12-20,Bielefeld,Karlsruhe,2,1
1997-12-20,Duisburg,Bochum,2,0
1997-12-20,Kaiserslautern,FC Koln,3,2
1997-12-20,Munich 1860,Werder Bremen,0,1
1997-12-20,Wolfsburg,Bayern Munich,2,3
1997-12-21,Santander,Betis,2,0
1997-12-21,Juventus,Empoli,5,2
1997-12-21,QPR,Bradford,1,0
1997-12-21,Hamburg,Hansa Rostock,0,1
1997-12-21,Germinal,Antwerp,2,0
1997-12-21,Aalst,Harelbeke,3,2
1997-12-21,Ajax,PSV Eindhoven,3,4
1997-12-21,Ath Bilbao,Merida,5,1
1997-12-21,Sampdoria,Napoli,6,3
1997-12-21,Milan,Bologna,0,0
1997-12-21,Compostela,La Coruna,0,0
1997-12-21,Parma,Lecce,2,1
1997-12-21,Fiorentina,Atalanta,5,0
1997-12-21,Celta,Oviedo,3,0
1997-12-21,Real Madrid,Espanol,2,1
1997-12-21,Sp Gijon,Valencia,0,3
1997-12-21,Tenerife,Sociedad,0,0
1997-12-21,Valladolid,Zaragoza,4,0
1997-12-21,Bari,Piacenza,0,0
1997-12-21,Udinese,Inter,1,0
1997-12-21,Newcastle,Man United,0,1
1997-12-21,Lazio,Vicenza,4,0
1997-12-21,Brescia,Roma,1,1
1997-12-21,Volendam,NAC Breda,0,3
1997-12-21,Vitesse,Twente,2,1
1997-12-21,Feyenoord,Willem II,4,2
1997-12-22,Mallorca,Salamanca,1,0
1997-12-26,Ipswich,Birmingham,0,1
1997-12-26,Arsenal,Leicester,2,1
1997-12-26,Wolves,Oxford,1,0
1997-12-26,Tranmere,Bury,0,0
1997-12-26,Sunderland,Bradford,2,0
1997-12-26,Reading,West Brom,2,1
1997-12-26,Portsmouth,QPR,3,1
1997-12-26,Nott'm Forest,Swindon,3,0
1997-12-26,Huddersfield,Middlesbrough,0,1
1997-12-26,Crewe,Man City,1,0
1997-12-26,Charlton,Norwich,2,1
1997-12-26,Stoke,Sheffield United,2,2
1997-12-26,Stockport,Port Vale,3,0
1997-12-26,Derby,Newcastle,1,0
1997-12-26,Liverpool,Leeds,3,1
1997-12-26,Bolton,Barnsley,1,1
1997-12-26,Man United,Everton,2,0
1997-12-26,Sheffield Weds,Blackburn,0,0
1997-12-26,West Ham,Coventry,1,0
1997-12-26,Crystal Palace,Southampton,1,1
1997-12-26,Aston Villa,Tottenham,4,1
1997-12-26,Chelsea,Wimbledon,1,1
1997-12-28,Birmingham,Tranmere,0,0
1997-12-28,Oxford,Sunderland,1,1
1997-12-28,Swindon,Ipswich,0,2
1997-12-28,Middlesbrough,Stockport,3,1
1997-12-28,QPR,Reading,1,1
1997-12-28,West Brom,Stoke,1,1
1997-12-28,Port Vale,Wolves,0,2
1997-12-28,Bradford,Huddersfield,1,1
1997-12-28,Man City,Nott'm Forest,2,3
1997-12-28,Sheffield United,Charlton,4,1
1997-12-28,Barnsley,Derby,1,0
1997-12-28,Wimbledon,West Ham,1,2
1997-12-28,Tottenham,Arsenal,1,1
1997-12-28,Leicester,Sheffield Weds,1,1
1997-12-28,Bury,Crewe,1,1
1997-12-28,Blackburn,Crystal Palace,2,2
1997-12-28,Everton,Bolton,3,2
1997-12-28,Leeds,Aston Villa,1,1
1997-12-28,Newcastle,Liverpool,1,2
1997-12-28,Coventry,Man United,3,2
1997-12-29,Southampton,Chelsea,1,0
1997-12-30,Norwich,Portsmouth,2,0
1998-01-03,Betis,Real Madrid,3,2
1998-01-04,Vicenza,Bari,1,2
1998-01-04,Atalanta,Piacenza,2,2
1998-01-04,Lecce,Empoli,2,2
1998-01-04,Parma,Lazio,1,1
1998-01-04,Napoli,Milan,1,2
1998-01-04,Roma,Udinese,1,2
1998-01-04,Ath Madrid,Santander,2,1
1998-01-04,Valencia,Tenerife,1,2
1998-01-04,Fiorentina,Sampdoria,1,1
1998-01-04,Oviedo,Compostela,1,1
1998-01-04,Inter,Juventus,1,0
1998-01-04,Espanol,Valladolid,2,0
1998-01-04,Sociedad,Mallorca,1,0
1998-01-04,La Coruna,Sp Gijon,2,1
1998-01-04,Merida,Celta,4,0
1998-01-04,Zaragoza,Ath Bilbao,1,1
1998-01-04,Bologna,Brescia,2,1
1998-01-05,Salamanca,Barcelona,4,3
1998-01-09,Tranmere,West Brom,0,0
1998-01-10,Ath Madrid,Real Madrid,1,1
1998-01-10,Aston Villa,Leicester,1,1
1998-01-10,Arsenal,Leeds,2,1
1998-01-10,Crystal Palace,Everton,1,3
1998-01-10,Sheffield Weds,Newcastle,2,1
1998-01-10,Chelsea,Coventry,3,1
1998-01-10,Bolton,Southampton,0,0
1998-01-10,Liverpool,Wimbledon,2,0
1998-01-10,Portsmouth,Man City,0,3
1998-01-10,Man United,Tottenham,2,0
1998-01-10,Metz,Rennes,1,0
1998-01-10,Toulouse,Le Havre,1,0
1998-01-10,Guingamp,Montpellier,1,2
1998-01-10,Lyon,Marseille,2,1
1998-01-10,Stockport,Bradford,1,2
1998-01-10,Chateauroux,Auxerre,3,2
1998-01-10,Bordeaux,Bastia,2,0
1998-01-10,West Ham,Barnsley,6,0
1998-01-10,Monaco,Cannes,0,1
1998-01-10,Sunderland,Sheffield United,4,2
1998-01-10,Ipswich,QPR,0,0
1998-01-10,Stoke,Birmingham,0,7
1998-01-10,Charlton,Middlesbrough,3,0
1998-01-10,Wolves,Norwich,5,0
1998-01-10,Huddersfield,Oxford,5,1
1998-01-10,Nott'm Forest,Port Vale,2,1
1998-01-10,Reading,Bury,1,1
1998-01-11,Udinese,Napoli,1,1
1998-01-11,Brescia,Fiorentina,1,3
1998-01-11,Empoli,Bologna,0,0
1998-01-11,Piacenza,Inter,0,1
1998-01-11,Lazio,Lecce,4,0
1998-01-11,Milan,Roma,0,0
1998-01-11,Bari,Atalanta,0,0
1998-01-11,Juventus,Vicenza,2,0
1998-01-11,Sampdoria,Parma,5,2
1998-01-11,Salamanca,Santander,0,0
1998-01-11,Espanol,Ath Bilbao,0,1
1998-01-11,Merida,Oviedo,2,1
1998-01-11,Sociedad,Barcelona,2,2
1998-01-11,Sp Gijon,Compostela,0,2
1998-01-11,Zaragoza,Celta,1,0
1998-01-11,Crewe,Swindon,2,0
1998-01-11,La Coruna,Tenerife,1,0
1998-01-11,Paris SG,Strasbourg,2,1
1998-01-11,Nantes,Lens,1,0
1998-01-11,Derby,Blackburn,3,1
1998-01-12,Valencia,Mallorca,0,0
1998-01-14,Marseille,Guingamp,3,0
1998-01-14,Cannes,Chateauroux,2,2
1998-01-16,Stoke,Bradford,2,1
1998-01-17,Oviedo,Zaragoza,3,0
1998-01-17,Valladolid,Ath Madrid,2,1
1998-01-17,Leeds,Sheffield Weds,1,2
1998-01-17,Leicester,Liverpool,0,0
1998-01-17,Tottenham,West Ham,1,0
1998-01-17,Wimbledon,Derby,0,0
1998-01-17,Aalst,Beveren,3,0
1998-01-17,Barnsley,Crystal Palace,1,0
1998-01-17,St Truiden,Westerlo,0,0
1998-01-17,Lokeren,Lierse,4,2
1998-01-17,Charleroi,Genk,1,2
1998-01-17,Celta,Espanol,1,0
1998-01-17,Coventry,Arsenal,2,2
1998-01-17,Blackburn,Aston Villa,5,0
1998-01-17,Anderlecht,Antwerp,2,2
1998-01-17,Newcastle,Bolton,2,1
1998-01-17,Birmingham,Huddersfield,0,0
1998-01-17,Swindon,Reading,0,2
1998-01-17,QPR,Tranmere,0,0
1998-01-17,Port Vale,Portsmouth,2,1
1998-01-17,Oxford,Charlton,1,2
1998-01-17,Norwich,Nott'm Forest,1,0
1998-01-17,Middlesbrough,Ipswich,1,1
1998-01-17,Man City,Sunderland,0,1
1998-01-17,Sheffield United,Wolves,1,0
1998-01-17,West Brom,Crewe,0,1
1998-01-18,Inter,Bari,0,1
1998-01-18,Napoli,Brescia,0,3
1998-01-18,Lecce,Sampdoria,1,3
1998-01-18,Fiorentina,Lazio,1,3
1998-01-18,Bologna,Juventus,1,3
1998-01-18,Atalanta,Udinese,1,1
1998-01-18,Vicenza,Empoli,1,0
1998-01-18,Real Madrid,Salamanca,1,0
1998-01-18,Bury,Stockport,0,1
1998-01-18,Santander,Sociedad,3,1
1998-01-18,Tenerife,Sp Gijon,2,1
1998-01-18,Compostela,Merida,3,0
1998-01-18,Ath Bilbao,Betis,0,0
1998-01-18,Parma,Milan,3,1
1998-01-18,Roma,Piacenza,1,1
1998-01-18,Mouscron,Standard,3,2
1998-01-18,Molenbeek,Germinal,0,4
1998-01-18,Lommel,Harelbeke,0,0
1998-01-18,Club Brugge,Gent,2,1
1998-01-18,Mallorca,La Coruna,0,0
1998-01-18,Everton,Chelsea,3,1
1998-01-19,Barcelona,Valencia,3,4
1998-01-19,Southampton,Man United,1,0
1998-01-20,Marseille,Monaco,1,1
1998-01-20,Cannes,Metz,1,1
1998-01-20,Liverpool,Newcastle,1,0
1998-01-21,Auxerre,Toulouse,3,1
1998-01-21,Bastia,Paris SG,2,0
1998-01-21,Strasbourg,Lyon,1,2
1998-01-21,Rennes,Chateauroux,3,0
1998-01-21,Le Havre,Bordeaux,0,0
1998-01-21,Montpellier,Nantes,2,0
1998-01-21,Lens,Guingamp,1,0
1998-01-23,Molenbeek,Anderlecht,2,2
1998-01-24,Genk,Lokeren,1,0
1998-01-24,Antwerp,Aalst,1,1
1998-01-24,Toulouse,Lens,1,2
1998-01-24,Rennes,Cannes,2,0
1998-01-24,Gent,Mouscron,0,0
1998-01-24,Monaco,Montpellier,4,0
1998-01-24,Lyon,Auxerre,1,0
1998-01-24,Bordeaux,Strasbourg,4,4
1998-01-24,Nantes,Guingamp,2,0
1998-01-24,Chateauroux,Marseille,0,3
1998-01-24,Paris SG,Le Havre,0,2
1998-01-24,Metz,Bastia,0,1
1998-01-24,Standard,Charleroi,2,0
1998-01-24,Ath Madrid,Ath Bilbao,3,0
1998-01-24,Port Vale,Crewe,2,3
1998-01-24,Oxford,Portsmouth,1,0
1998-01-24,Bradford,Swindon,1,1
1998-01-24,QPR,Nott'm Forest,0,1
1998-01-24,Westerlo,Club Brugge,2,2
1998-01-24,Lierse,Germinal,1,1
1998-01-25,Piacenza,Lecce,1,0
1998-01-25,Harelbeke,St Truiden,3,1
1998-01-25,Lazio,Bologna,1,0
1998-01-25,Juventus,Atalanta,3,1
1998-01-25,Empoli,Inter,1,1
1998-01-25,Brescia,Parma,2,1
1998-01-25,Bari,Napoli,2,0
1998-01-25,Udinese,Vicenza,3,0
1998-01-25,Milan,Fiorentina,0,2
1998-01-25,Sampdoria,Roma,1,1
1998-01-25,Beveren,Lommel,2,2
1998-01-25,Tenerife,Compostela,5,1
1998-01-25,La Coruna,Barcelona,3,1
1998-01-25,Betis,Celta,2,0
1998-01-25,Espanol,Oviedo,0,0
1998-01-25,Sociedad,Real Madrid,4,2
1998-01-25,Zaragoza,Merida,1,1
1998-01-25,Sp Gijon,Mallorca,1,3
1998-01-25,Valencia,Santander,6,1
1998-01-26,Salamanca,Valladolid,1,0
1998-01-27,Sheffield United,Huddersfield,1,1
1998-01-27,Bradford,Reading,4,1
1998-01-27,Bury,Wolves,1,3
1998-01-27,Birmingham,Stockport,4,1
1998-01-27,West Brom,Ipswich,2,3
1998-01-28,Man City,Charlton,2,2
1998-01-28,Norwich,Sunderland,2,1
1998-01-28,Swindon,Stoke,1,0
1998-01-30,Bochum,Dortmund,2,1
1998-01-30,Stuttgart,Duisburg,1,1
1998-01-30,Anderlecht,Lierse,2,0
1998-01-31,Derby,Tottenham,2,1
1998-01-31,Stockport,QPR,2,0
1998-01-31,Sunderland,Port Vale,4,2
1998-01-31,Westerlo,Gent,0,1
1998-01-31,Lommel,Antwerp,1,2
1998-01-31,Lokeren,Standard,1,3
1998-01-31,St Truiden,Beveren,0,0
1998-01-31,Huddersfield,Swindon,0,0
1998-01-31,Bolton,Coventry,1,5
1998-01-31,Chelsea,Barnsley,2,0
1998-01-31,Crystal Palace,Leeds,0,2
1998-01-31,Arsenal,Southampton,3,0
1998-01-31,Liverpool,Blackburn,0,0
1998-01-31,Man United,Leicester,0,1
1998-01-31,Sheffield Weds,Wimbledon,1,1
1998-01-31,West Ham,Everton,2,2
1998-01-31,Reading,Birmingham,2,0
1998-01-31,Ath Bilbao,Salamanca,1,0
1998-01-31,Mallorca,Tenerife,5,1
1998-01-31,Oviedo,Betis,0,0
1998-01-31,Hertha,Wolfsburg,1,0
1998-01-31,Schalke 04,Kaiserslautern,1,1
1998-01-31,Hansa Rostock,Munich 1860,3,0
1998-01-31,Werder Bremen,Bielefeld,2,1
1998-01-31,Bayern Munich,Hamburg,3,0
1998-01-31,Charleroi,Mouscron,3,0
1998-01-31,FC Koln,M’Gladbach,3,2
1998-01-31,Charlton,Bury,0,0
1998-01-31,Wolves,West Brom,0,1
1998-01-31,Crewe,Norwich,1,0
1998-01-31,Ipswich,Bradford,2,1
1998-01-31,Nott'm Forest,Oxford,1,3
1998-01-31,Portsmouth,Sheffield United,1,1
1998-01-31,Tranmere,Man City,0,0
1998-02-01,Napoli,Lazio,0,0
1998-02-01,Parma,Bari,1,0
1998-02-01,Roma,Empoli,4,3
1998-02-01,Milan,Piacenza,1,0
1998-02-01,Stoke,Middlesbrough,1,2
1998-02-01,Fiorentina,Udinese,1,0
1998-02-01,Karlsruhe,Leverkusen,1,1
1998-02-01,Valladolid,Sociedad,0,4
1998-02-01,Santander,La Coruna,0,1
1998-02-01,Merida,Espanol,1,1
1998-02-01,Lecce,Juventus,0,2
1998-02-01,Celta,Ath Madrid,1,1
1998-02-01,Compostela,Zaragoza,2,0
1998-02-01,Germinal,Genk,4,3
1998-02-01,Club Brugge,Harelbeke,2,1
1998-02-01,Aalst,Molenbeek,0,2
1998-02-01,Aston Villa,Newcastle,0,1
1998-02-01,Brescia,Inter,0,1
1998-02-01,Vicenza,Sampdoria,1,1
1998-02-01,Barcelona,Sp Gijon,2,1
1998-02-01,Bologna,Atalanta,0,0
1998-02-02,Real Madrid,Valencia,1,2
1998-02-03,Strasbourg,Monaco,0,0
1998-02-03,Bastia,Rennes,0,0
1998-02-04,Lens,Lyon,3,0
1998-02-04,Middlesbrough,Tranmere,3,0
1998-02-04,Auxerre,Metz,0,0
1998-02-04,Guingamp,Toulouse,2,0
1998-02-04,Marseille,Bordeaux,1,0
1998-02-04,Montpellier,Paris SG,2,1
1998-02-05,For Sittard,Sparta,2,1
1998-02-05,Cannes,Nantes,2,3
1998-02-05,Le Havre,Chateauroux,5,0
1998-02-06,Duisburg,Karlsruhe,1,0
1998-02-06,Kaiserslautern,Bochum,3,0
1998-02-06,Twente,Nijmegen,1,0
1998-02-06,MVV Maastricht,Groningen,1,0
1998-02-07,Molenbeek,Lommel,1,2
1998-02-07,Antwerp,St Truiden,0,4
1998-02-07,Standard,Germinal,0,2
1998-02-07,Beveren,Club Brugge,1,2
1998-02-07,Newcastle,West Ham,0,1
1998-02-07,Man United,Bolton,1,1
1998-02-07,Liverpool,Southampton,2,3
1998-02-07,Leicester,Leeds,1,0
1998-02-07,Derby,Aston Villa,0,1
1998-02-07,Coventry,Sheffield Weds,1,0
1998-02-07,Blackburn,Tottenham,0,3
1998-02-07,Barnsley,Everton,2,2
1998-02-07,Lierse,Aalst,1,1
1998-02-07,Gent,Charleroi,3,1
1998-02-07,Stoke,Ipswich,1,1
1998-02-07,Willem II,Vitesse,1,0
1998-02-07,QPR,Crewe,3,2
1998-02-07,Bradford,Charlton,1,0
1998-02-07,Bury,Port Vale,2,2
1998-02-07,Huddersfield,Stockport,1,0
1998-02-07,Portsmouth,Nott'm Forest,0,1
1998-02-07,Wolves,Sunderland,0,1
1998-02-07,Reading,Tranmere,1,3
1998-02-07,Sheffield United,Oxford,1,0
1998-02-07,Swindon,West Brom,0,2
1998-02-07,Birmingham,Middlesbrough,1,1
1998-02-07,Norwich,Man City,0,0
1998-02-07,NAC Breda,Heerenveen,0,2
1998-02-07,Bielefeld,Munich 1860,1,1
1998-02-07,Bayern Munich,Hansa Rostock,2,0
1998-02-07,Dortmund,Stuttgart,3,1
1998-02-07,Hamburg,Hertha,1,1
1998-02-07,Leverkusen,Werder Bremen,4,1
1998-02-07,M’Gladbach,Schalke 04,0,1
1998-02-08,Arsenal,Chelsea,2,0
1998-02-08,Sp Gijon,Santander,2,1
1998-02-08,Salamanca,Celta,0,1
1998-02-08,Valencia,Valladolid,1,2
1998-02-08,La Coruna,Real Madrid,2,2
1998-02-08,Espanol,Zaragoza,0,1
1998-02-08,Betis,Merida,2,1
1998-02-08,Tenerife,Barcelona,1,1
1998-02-08,Sociedad,Ath Bilbao,1,1
1998-02-08,Piacenza,Vicenza,1,1
1998-02-08,Graafschap,PSV Eindhoven,1,2
1998-02-08,Lazio,Milan,2,1
1998-02-08,Sampdoria,Brescia,2,1
1998-02-08,Udinese,Lecce,6,0
1998-02-08,Bari,Fiorentina,0,1
1998-02-08,Mallorca,Compostela,2,1
1998-02-08,Empoli,Napoli,5,0
1998-02-08,Atalanta,Parma,0,0
1998-02-08,Wolfsburg,FC Koln,1,1
1998-02-08,Inter,Bologna,0,1
1998-02-08,Waalwijk,Ajax,1,5
1998-02-08,Utrecht,Feyenoord,2,3
1998-02-08,Volendam,Roda JC,1,4
1998-02-08,Genk,Anderlecht,2,1
1998-02-08,Harelbeke,Westerlo,0,0
1998-02-08,Mouscron,Lokeren,1,3
1998-02-08,Juventus,Roma,3,1
1998-02-09,Crystal Palace,Wimbledon,0,3
1998-02-09,Ath Madrid,Oviedo,4,1
1998-02-10,Tranmere,Swindon,3,0
1998-02-11,Milan,Udinese,0,0
1998-02-11,Fiorentina,Inter,1,1
1998-02-11,Lecce,Roma,1,3
1998-02-11,Sampdoria,Atalanta,2,0
1998-02-11,Parma,Piacenza,1,1
1998-02-11,Napoli,Vicenza,2,0
1998-02-11,Bologna,Bari,4,3
1998-02-11,Brescia,Juventus,1,1
1998-02-11,Lazio,Empoli,3,1
1998-02-11,PSV Eindhoven,Utrecht,4,1
1998-02-12,Rennes,Auxerre,1,1
1998-02-12,Chateauroux,Lens,2,1
1998-02-13,Cannes,Bastia,1,1
1998-02-13,Werder Bremen,Duisburg,2,2
1998-02-13,For Sittard,Willem II,2,1
1998-02-13,Paris SG,Nantes,0,1
1998-02-13,Karlsruhe,Dortmund,0,1
1998-02-13,Anderlecht,Standard,2,0
1998-02-13,Monaco,Le Havre,2,0
1998-02-13,Lyon,Guingamp,1,0
1998-02-13,Metz,Strasbourg,1,0
1998-02-13,Bordeaux,Montpellier,3,1
1998-02-13,Toulouse,Marseille,0,4
1998-02-13,FC Koln,Hamburg,1,2
1998-02-14,Everton,Derby,1,2
1998-02-14,Tottenham,Leicester,1,1
1998-02-14,Sheffield Weds,Liverpool,3,3
1998-02-14,Roda JC,Waalwijk,1,2
1998-02-14,Nijmegen,Groningen,0,2
1998-02-14,NAC Breda,MVV Maastricht,2,0
1998-02-14,Graafschap,Vitesse,3,3
1998-02-14,Middlesbrough,Bradford,1,0
1998-02-14,Man City,Bury,0,1
1998-02-14,Munich 1860,Leverkusen,3,4
1998-02-14,Schalke 04,Wolfsburg,1,1
1998-02-14,Ipswich,Huddersfield,5,1
1998-02-14,Port Vale,Norwich,2,2
1998-02-14,Stockport,Stoke,1,0
1998-02-14,Westerlo,Beveren,3,0
1998-02-14,Lommel,Lierse,1,2
1998-02-14,Lokeren,Charleroi,3,2
1998-02-14,St Truiden,Molenbeek,1,1
1998-02-14,Bochum,M’Gladbach,3,1
1998-02-14,Hansa Rostock,Bielefeld,2,1
1998-02-14,Hertha,Bayern Munich,2,1
1998-02-14,Stuttgart,Kaiserslautern,0,1
1998-02-14,Crewe,Portsmouth,3,1
1998-02-14,West Brom,QPR,1,1
1998-02-14,Valladolid,La Coruna,1,0
1998-02-15,Atalanta,Napoli,1,0
1998-02-15,Merida,Ath Madrid,2,1
1998-02-15,Oviedo,Salamanca,2,0
1998-02-15,Real Madrid,Sp Gijon,3,0
1998-02-15,Club Brugge,Antwerp,3,2
1998-02-15,Vicenza,Milan,1,4
1998-02-15,Udinese,Parma,1,1
1998-02-15,Roma,Bologna,2,1
1998-02-15,Piacenza,Brescia,0,0
1998-02-15,Juventus,Sampdoria,3,0
1998-02-15,Inter,Lecce,5,0
1998-02-15,Empoli,Fiorentina,1,1
1998-02-15,Bari,Lazio,0,2
1998-02-15,Santander,Tenerife,2,1
1998-02-15,Zaragoza,Betis,3,1
1998-02-15,Germinal,Mouscron,2,2
1998-02-15,Harelbeke,Gent,3,0
1998-02-15,Compostela,Espanol,1,1
1998-02-15,Ath Bilbao,Valencia,0,3
1998-02-15,Barcelona,Mallorca,0,0
1998-02-15,Utrecht,Volendam,4,1
1998-02-15,Celta,Sociedad,2,1
1998-02-15,PSV Eindhoven,Ajax,1,1
1998-02-15,Sparta,Heerenveen,2,4
