Date,HomeTeam,AwayTeam,FTHG,FTAG
1998-02-15,Twente,Feyenoord,0,0
1998-02-15,Aalst,Genk,1,1
1998-02-17,Bury,Stoke,0,0
1998-02-17,Port Vale,Swindon,0,1
1998-02-17,Portsmouth,Stockport,1,0
1998-02-17,Oxford,West Brom,2,1
1998-02-17,Sunderland,Reading,4,1
1998-02-17,Crewe,Birmingham,0,2
1998-02-17,Charlton,QPR,1,1
1998-02-17,Nott'm Forest,Huddersfield,3,0
1998-02-18,Southampton,Coventry,1,2
1998-02-18,Man City,Ipswich,1,2
1998-02-18,Norwich,Tranmere,0,2
1998-02-18,Wolves,Bradford,2,1
1998-02-18,Aston Villa,Man United,0,2
1998-02-20,Strasbourg,Chateauroux,2,0
1998-02-20,Bastia,Monaco,1,0
1998-02-20,Mouscron,Anderlecht,2,2
1998-02-21,Guingamp,Paris SG,0,0
1998-02-21,QPR,Port Vale,0,1
1998-02-21,Bradford,Oxford,0,0
1998-02-21,Ipswich,Norwich,5,0
1998-02-21,Middlesbrough,Sunderland,3,1
1998-02-21,Stockport,Charlton,3,0
1998-02-21,Reading,Portsmouth,0,1
1998-02-21,Le Havre,Metz,2,1
1998-02-21,Swindon,Man City,1,3
1998-02-21,Tranmere,Crewe,0,3
1998-02-21,West Brom,Bury,1,1
1998-02-21,Auxerre,Cannes,1,1
1998-02-21,Stoke,Nott'm Forest,1,1
1998-02-21,Lens,Bordeaux,1,0
1998-02-21,Huddersfield,Wolves,1,0
1998-02-21,Marseille,Rennes,0,1
1998-02-21,Wimbledon,Aston Villa,2,1
1998-02-21,Southampton,Blackburn,3,0
1998-02-21,Sheffield Weds,Tottenham,1,0
1998-02-21,Man United,Derby,2,0
1998-02-21,Coventry,Barnsley,1,0
1998-02-21,Montpellier,Lyon,1,1
1998-02-21,Arsenal,Crystal Palace,1,0
1998-02-21,Leicester,Chelsea,2,0
1998-02-21,Tenerife,Real Madrid,4,3
1998-02-21,Bolton,West Ham,1,1
1998-02-21,Nantes,Toulouse,0,1
1998-02-21,Molenbeek,Club Brugge,0,2
1998-02-21,Lierse,St Truiden,1,0
1998-02-21,Gent,Lokeren,1,1
1998-02-21,Charleroi,Germinal,3,2
1998-02-21,Beveren,Harelbeke,1,0
1998-02-21,Antwerp,Westerlo,0,0
1998-02-21,Sp Gijon,Valladolid,1,2
1998-02-21,Genk,Lommel,3,0
1998-02-22,Brescia,Atalanta,2,2
1998-02-22,Bologna,Piacenza,3,0
1998-02-22,Salamanca,Merida,3,1
1998-02-22,Barcelona,Compostela,2,0
1998-02-22,La Coruna,Ath Bilbao,3,0
1998-02-22,Betis,Espanol,1,3
1998-02-22,Birmingham,Sheffield United,2,0
1998-02-22,Mallorca,Santander,2,1
1998-02-22,Standard,Aalst,3,0
1998-02-22,Fiorentina,Juventus,3,0
1998-02-22,Milan,Empoli,3,1
1998-02-22,Valencia,Celta,2,1
1998-02-22,Sociedad,Oviedo,2,2
1998-02-22,Sampdoria,Udinese,0,3
1998-02-22,Groningen,Graafschap,0,3
1998-02-22,Newcastle,Leeds,1,1
1998-02-22,Lazio,Inter,3,0
1998-02-22,Napoli,Roma,0,2
1998-02-22,Parma,Vicenza,2,1
1998-02-22,Bari,Lecce,2,2
1998-02-23,Liverpool,Everton,1,1
1998-02-23,Ath Madrid,Zaragoza,2,1
1998-02-24,West Brom,Portsmouth,0,3
1998-02-24,Tranmere,Nott'm Forest,0,0
1998-02-24,Stockport,Norwich,2,2
1998-02-24,Ipswich,Oxford,5,2
1998-02-24,Huddersfield,Sunderland,2,3
1998-02-24,Bradford,Port Vale,2,1
1998-02-24,Reading,Man City,3,0
1998-02-25,Stoke,Charlton,1,2
1998-02-25,Betis,Valladolid,3,0
1998-02-25,Middlesbrough,Crewe,1,0
1998-02-25,QPR,Sheffield United,2,2
1998-02-25,Heerenveen,Roda JC,3,1
1998-02-25,Birmingham,Bury,1,3
1998-02-27,Dortmund,Werder Bremen,2,2
1998-02-27,Kaiserslautern,Karlsruhe,0,0
1998-02-27,Waalwijk,Vitesse,0,1
1998-02-28,Hamburg,Schalke 04,1,1
1998-02-28,Everton,Newcastle,0,0
1998-02-28,Leeds,Southampton,0,1
1998-02-28,M’Gladbach,Stuttgart,0,0
1998-02-28,Wolfsburg,Bochum,0,2
1998-02-28,Leverkusen,Bielefeld,0,0
1998-02-28,Bayern Munich,FC Koln,0,2
1998-02-28,Duisburg,Munich 1860,0,2
1998-02-28,Aston Villa,Liverpool,2,1
1998-02-28,Norwich,QPR,0,0
1998-02-28,Espanol,Ath Madrid,2,2
1998-02-28,Bury,Swindon,1,0
1998-02-28,Charlton,Huddersfield,1,0
1998-02-28,Crewe,Reading,1,0
1998-02-28,Man City,West Brom,1,0
1998-02-28,Oxford,Stockport,3,0
1998-02-28,Portsmouth,Tranmere,1,0
1998-02-28,Wolves,Birmingham,1,3
1998-02-28,Derby,Sheffield Weds,3,0
1998-02-28,Blackburn,Leicester,5,3
1998-02-28,Chelsea,Man United,0,1
1998-02-28,Crystal Palace,Coventry,0,3
1998-02-28,Barnsley,Wimbledon,2,1
1998-02-28,Sunderland,Ipswich,2,2
1998-02-28,Sheffield United,Bradford,2,1
1998-02-28,Compostela,Betis,2,3
1998-02-28,Atalanta,Lazio,0,0
1998-02-28,Beveren,Gent,1,1
1998-02-28,Westerlo,Molenbeek,5,1
1998-02-28,Harelbeke,Antwerp,2,0
1998-02-28,Lommel,Standard,2,2
1998-02-28,St Truiden,Genk,0,2
1998-02-28,Inter,Napoli,2,0
1998-02-28,Juventus,Bari,1,0
1998-02-28,Germinal,Lokeren,4,2
1998-02-28,Anderlecht,Charleroi,3,1
1998-02-28,Aalst,Mouscron,1,3
1998-02-28,Ajax,Nijmegen,3,0
1998-02-28,Graafschap,For Sittard,1,0
1998-02-28,MVV Maastricht,Twente,2,2
1998-02-28,Real Madrid,Mallorca,2,0
1998-03-01,Nott'm Forest,Middlesbrough,4,0
1998-03-01,Club Brugge,Lierse,2,1
1998-03-01,Tottenham,Bolton,1,0
1998-03-01,Feyenoord,Heerenveen,2,0
1998-03-01,Groningen,Sparta,1,1
1998-03-01,Utrecht,NAC Breda,1,3
1998-03-01,Celta,La Coruna,2,1
1998-03-01,Ath Bilbao,Sp Gijon,2,2
1998-03-01,Volendam,Willem II,4,1
1998-03-01,Port Vale,Stoke,0,0
1998-03-01,Merida,Sociedad,3,1
1998-03-01,Vicenza,Brescia,2,1
1998-03-01,Lecce,Milan,0,0
1998-03-01,Piacenza,Sampdoria,1,0
1998-03-01,Roma,Fiorentina,4,1
1998-03-01,Oviedo,Valencia,0,0
1998-03-01,Bologna,Parma,1,2
1998-03-01,Zaragoza,Salamanca,1,1
1998-03-01,Valladolid,Tenerife,2,1
1998-03-01,Hertha,Hansa Rostock,1,1
1998-03-01,Empoli,Udinese,1,0
1998-03-02,West Ham,Arsenal,0,0
1998-03-02,Santander,Barcelona,2,4
1998-03-03,Charlton,West Brom,5,0
1998-03-03,Oxford,Crewe,0,0
1998-03-03,Portsmouth,Bury,1,1
1998-03-03,Sheffield United,Ipswich,0,1
1998-03-03,Stockport,Reading,5,1
1998-03-03,Huddersfield,Man City,1,3
1998-03-04,Leeds,Tottenham,1,0
1998-03-04,Wolves,Stoke,1,1
1998-03-04,Port Vale,Tranmere,0,1
1998-03-04,Nott'm Forest,Sunderland,0,3
1998-03-04,Norwich,Birmingham,3,3
1998-03-04,Twente,Waalwijk,2,0
1998-03-04,QPR,Middlesbrough,5,0
1998-03-06,Bochum,Hamburg,0,0
1998-03-06,Genk,Club Brugge,3,0
1998-03-06,Werder Bremen,Kaiserslautern,1,1
1998-03-06,For Sittard,MVV Maastricht,4,1
1998-03-07,Chateauroux,Montpellier,0,1
1998-03-07,Bury,Norwich,1,0
1998-03-07,Crewe,Nott'm Forest,1,4
1998-03-07,Ipswich,Charlton,3,1
1998-03-07,Man City,Oxford,0,2
1998-03-07,Reading,Port Vale,0,3
1998-03-07,Stoke,Huddersfield,1,2
1998-03-07,Sunderland,Stockport,4,1
1998-03-07,Swindon,Portsmouth,0,1
1998-03-07,West Brom,Bradford,1,1
1998-03-07,Rennes,Le Havre,2,2
1998-03-07,Barcelona,Real Madrid,3,0
1998-03-07,Birmingham,QPR,1,0
1998-03-07,Monaco,Lens,0,1
1998-03-07,Heerenveen,Nijmegen,0,3
1998-03-07,Willem II,Graafschap,1,1
1998-03-07,Munich 1860,Dortmund,4,2
1998-03-07,Karlsruhe,M’Gladbach,2,5
1998-03-07,Hansa Rostock,Leverkusen,1,2
1998-03-07,FC Koln,Hertha,2,0
1998-03-07,Bielefeld,Duisburg,3,3
1998-03-07,Charleroi,Aalst,1,1
1998-03-07,Gent,Germinal,0,2
1998-03-07,Lokeren,Anderlecht,2,1
1998-03-07,Molenbeek,Harelbeke,0,1
1998-03-07,Mouscron,Lommel,2,1
1998-03-07,Standard,St Truiden,2,0
1998-03-07,Antwerp,Beveren,1,0
1998-03-07,Paris SG,Toulouse,1,1
1998-03-07,Bastia,Auxerre,1,2
1998-03-07,Liverpool,Bolton,2,1
1998-03-07,Sheffield Weds,Man United,2,0
1998-03-07,Southampton,Everton,2,1
1998-03-07,Metz,Marseille,3,2
1998-03-07,Cannes,Strasbourg,1,0
1998-03-07,Bordeaux,Guingamp,4,2
1998-03-07,Lyon,Nantes,0,0
1998-03-08,Santander,Compostela,1,1
1998-03-08,La Coruna,Oviedo,2,1
1998-03-08,Salamanca,Espanol,2,1
1998-03-08,Milan,Sampdoria,1,0
1998-03-08,Napoli,Bologna,0,0
1998-03-08,Parma,Inter,1,0
1998-03-08,Sociedad,Zaragoza,0,1
1998-03-08,Sp Gijon,Celta,0,1
1998-03-08,Tenerife,Ath Bilbao,0,2
1998-03-08,Mallorca,Valladolid,1,1
1998-03-08,Ath Madrid,Betis,0,0
1998-03-08,Lazio,Roma,2,0
1998-03-08,Vicenza,Atalanta,1,0
1998-03-08,Brescia,Lecce,3,2
1998-03-08,Lierse,Westerlo,3,1
1998-03-08,Groningen,Waalwijk,3,1
1998-03-08,Utrecht,PSV Eindhoven,0,1
1998-03-08,Volendam,Sparta,1,1
1998-03-08,Stuttgart,Wolfsburg,2,1
1998-03-08,Bari,Empoli,2,0
1998-03-08,Schalke 04,Bayern Munich,1,0
1998-03-08,Chelsea,Aston Villa,0,1
1998-03-08,Udinese,Juventus,1,1
1998-03-08,Fiorentina,Piacenza,1,1
1998-03-09,Valencia,Merida,3,0
1998-03-09,Roda JC,Feyenoord,1,2
1998-03-10,Sunderland,Birmingham,1,1
1998-03-11,Wimbledon,Arsenal,0,1
1998-03-11,West Ham,Man United,1,1
1998-03-11,Middlesbrough,Swindon,6,0
1998-03-11,Chelsea,Crystal Palace,6,2
1998-03-11,Aston Villa,Barnsley,0,1
1998-03-11,Leeds,Blackburn,4,0
1998-03-13,Duisburg,Leverkusen,1,1
1998-03-13,Nantes,Bordeaux,1,2
1998-03-13,Auxerre,Monaco,3,1
1998-03-13,Guingamp,Chateauroux,0,0
1998-03-13,Le Havre,Cannes,2,0
1998-03-13,Hertha,Schalke 04,1,4
1998-03-13,Roda JC,For Sittard,0,0
1998-03-13,Heerenveen,Willem II,1,3
1998-03-13,Beveren,Molenbeek,1,0
1998-03-13,Montpellier,Metz,0,1
1998-03-13,Toulouse,Lyon,0,2
1998-03-13,Strasbourg,Rennes,3,1
1998-03-14,QPR,Swindon,1,2
1998-03-14,Nott'm Forest,Bury,3,0
1998-03-14,Portsmouth,Middlesbrough,0,0
1998-03-14,Port Vale,Man City,2,1
1998-03-14,Sheffield United,Reading,4,0
1998-03-14,Stockport,Ipswich,0,1
1998-03-14,Dortmund,Bielefeld,3,2
1998-03-14,Westerlo,Genk,0,2
1998-03-14,St Truiden,Mouscron,1,0
1998-03-14,Lommel,Charleroi,2,1
1998-03-14,Wolfsburg,Karlsruhe,1,2
1998-03-14,M’Gladbach,Werder Bremen,0,0
1998-03-14,Kaiserslautern,Munich 1860,1,0
1998-03-14,Hamburg,Stuttgart,0,0
1998-03-14,Bayern Munich,Bochum,0,0
1998-03-14,Norwich,West Brom,1,1
1998-03-14,Wolves,Crewe,1,0
1998-03-14,Huddersfield,Tranmere,3,0
1998-03-14,Barnsley,Southampton,4,3
1998-03-14,Oxford,Stoke,5,1
1998-03-14,Ajax,Volendam,6,1
1998-03-14,NAC Breda,Twente,1,0
1998-03-14,Real Madrid,Santander,2,2
1998-03-14,Compostela,Ath Madrid,2,1
1998-03-14,Nijmegen,MVV Maastricht,2,1
1998-03-14,Bradford,Birmingham,0,0
1998-03-14,Juventus,Napoli,2,2
1998-03-14,Inter,Atalanta,4,0
1998-03-14,Bologna,Vicenza,3,1
1998-03-14,Bolton,Sheffield Weds,3,2
1998-03-14,Sampdoria,Lazio,0,4
1998-03-14,Aston Villa,Crystal Palace,3,1
1998-03-14,Wimbledon,Leicester,2,1
1998-03-14,Man United,Arsenal,0,1
1998-03-14,West Ham,Chelsea,2,1
1998-03-14,Tottenham,Liverpool,3,3
1998-03-14,Newcastle,Coventry,0,0
1998-03-14,Everton,Blackburn,1,0
1998-03-14,Antwerp,Gent,0,0
1998-03-14,Anderlecht,Germinal,4,0
1998-03-15,Valladolid,Barcelona,1,2
1998-03-15,Lens,Paris SG,3,0
1998-03-15,Marseille,Bastia,1,0
1998-03-15,Brescia,Milan,2,2
1998-03-15,Piacenza,Udinese,0,2
1998-03-15,Roma,Bari,2,1
1998-03-15,Charlton,Sunderland,1,1
1998-03-15,Merida,La Coruna,1,0
1998-03-15,Celta,Tenerife,0,0
1998-03-15,Espanol,Sociedad,0,3
1998-03-15,Betis,Salamanca,2,1
1998-03-15,Oviedo,Sp Gijon,2,1
1998-03-15,Zaragoza,Valencia,0,2
1998-03-15,Derby,Leeds,0,5
1998-03-15,Waalwijk,PSV Eindhoven,0,1
1998-03-15,Utrecht,Sparta,3,0
1998-03-15,Aalst,Lokeren,1,5
1998-03-15,Empoli,Parma,2,0
1998-03-15,Lecce,Fiorentina,1,1
1998-03-15,FC Koln,Hansa Rostock,0,0
1998-03-15,Club Brugge,Standard,0,0
1998-03-15,Harelbeke,Lierse,0,2
1998-03-16,Ath Bilbao,Mallorca,3,1
1998-03-17,Oxford,Reading,3,0
1998-03-18,Swindon,Wolves,0,0
1998-03-18,Newcastle,Crystal Palace,1,2
1998-03-20,Mouscron,Club Brugge,0,1
1998-03-20,For Sittard,Utrecht,3,1
1998-03-21,Salamanca,Ath Madrid,5,4
1998-03-21,Standard,Westerlo,2,2
1998-03-21,Lierse,Beveren,2,0
1998-03-21,Gent,Anderlecht,1,1
1998-03-21,Germinal,Aalst,2,3
1998-03-21,Charleroi,St Truiden,0,0
1998-03-21,Molenbeek,Antwerp,2,0
1998-03-21,Karlsruhe,Hamburg,0,1
1998-03-21,Willem II,MVV Maastricht,2,0
1998-03-21,PSV Eindhoven,Vitesse,3,2
1998-03-21,Bury,Oxford,1,0
1998-03-21,Crewe,Charlton,0,3
1998-03-21,Man City,Sheffield United,0,0
1998-03-21,Birmingham,Nott'm Forest,1,2
1998-03-21,Ipswich,Wolves,3,0
1998-03-21,Tranmere,Bradford,3,1
1998-03-21,Reading,Huddersfield,0,2
1998-03-21,Sunderland,Portsmouth,2,1
1998-03-21,Swindon,Stockport,1,1
1998-03-21,West Brom,Port Vale,2,2
1998-03-21,Stoke,QPR,2,1
1998-03-21,Graafschap,Volendam,2,1
1998-03-21,Hansa Rostock,Duisburg,2,1
1998-03-21,Munich 1860,M’Gladbach,2,0
1998-03-21,Werder Bremen,Wolfsburg,3,1
1998-03-22,Milan,Inter,0,3
1998-03-22,Sparta,Waalwijk,1,0
1998-03-22,Groningen,Twente,0,1
1998-03-22,Valencia,Espanol,0,0
1998-03-22,Tenerife,Oviedo,1,0
1998-03-22,Sp Gijon,Merida,0,0
1998-03-22,Sociedad,Betis,2,0
1998-03-22,Middlesbrough,Norwich,3,0
1998-03-22,Bari,Sampdoria,0,1
1998-03-22,Napoli,Lecce,2,4
1998-03-22,Genk,Harelbeke,1,0
1998-03-22,Lokeren,Lommel,2,1
1998-03-22,Real Madrid,Compostela,2,1
1998-03-22,Mallorca,Celta,4,2
1998-03-22,Lazio,Piacenza,0,0
1998-03-22,Fiorentina,Bologna,1,1
1998-03-22,Vicenza,Roma,1,1
1998-03-22,Udinese,Brescia,3,1
1998-03-22,Atalanta,Empoli,1,0
1998-03-22,Stuttgart,Bayern Munich,0,3
1998-03-22,NAC Breda,Ajax,0,2
1998-03-22,Santander,Valladolid,1,2
1998-03-22,Parma,Juventus,2,2
1998-03-22,La Coruna,Zaragoza,2,1
1998-03-22,Barcelona,Ath Bilbao,4,0
1998-03-25,Willem II,Groningen,4,2
1998-03-25,Waalwijk,Twente,5,1
1998-03-25,Volendam,Nijmegen,2,0
1998-03-25,Vitesse,NAC Breda,4,1
1998-03-25,PSV Eindhoven,Roda JC,2,0
1998-03-25,For Sittard,Feyenoord,0,2
1998-03-25,MVV Maastricht,Graafschap,2,1
1998-03-26,Heerenveen,Utrecht,1,0
1998-03-27,Hamburg,Werder Bremen,2,1
1998-03-27,Wolfsburg,Munich 1860,1,0
1998-03-28,Bordeaux,Toulouse,3,1
1998-03-28,Everton,Aston Villa,1,4
1998-03-28,Betis,Valencia,1,0
1998-03-28,M’Gladbach,Bielefeld,0,0
1998-03-28,Kaiserslautern,Leverkusen,0,3
1998-03-28,Crystal Palace,Tottenham,1,3
1998-03-28,Coventry,Derby,1,0
1998-03-28,Bolton,Leicester,2,0
1998-03-28,Barnsley,Liverpool,2,3
1998-03-28,Arsenal,Sheffield Weds,1,0
1998-03-28,Bastia,Le Havre,2,0
1998-03-28,Dortmund,Duisburg,3,0
1998-03-28,Bayern Munich,Karlsruhe,1,1
1998-03-28,Southampton,Newcastle,2,1
1998-03-28,Bradford,Man City,2,1
1998-03-28,Birmingham,West Brom,1,0
1998-03-28,Stoke,Tranmere,0,3
1998-03-28,Chateauroux,Nantes,1,2
1998-03-28,Man United,Wimbledon,2,0
1998-03-28,Auxerre,Strasbourg,1,2
1998-03-28,Ath Madrid,Sociedad,2,2
1998-03-28,Hertha,Stuttgart,3,0
1998-03-28,Monaco,Guingamp,1,0
1998-03-28,Schalke 04,Hansa Rostock,0,0
1998-03-28,Rennes,Montpellier,2,0
1998-03-28,Udinese,Lazio,0,2
1998-03-28,Juventus,Milan,4,1
1998-03-28,Inter,Vicenza,2,1
1998-03-28,Paris SG,Lyon,3,0
1998-03-28,PSV Eindhoven,Nijmegen,2,1
1998-03-28,Roda JC,NAC Breda,0,0
1998-03-28,Sparta,Vitesse,1,1
1998-03-28,Charlton,Nott'm Forest,4,2
1998-03-28,Huddersfield,QPR,1,1
1998-03-28,Valladolid,Real Madrid,1,1
1998-03-28,Oxford,Norwich,2,0
1998-03-28,Sheffield United,Port Vale,2,1
1998-03-28,Stockport,Crewe,0,1
1998-03-28,Ipswich,Reading,1,0
1998-03-28,Sunderland,Bury,2,1
1998-03-29,Lecce,Atalanta,1,1
1998-03-29,Cannes,Marseille,3,3
1998-03-29,Metz,Lens,0,2
1998-03-29,Roma,Parma,2,2
1998-03-29,Piacenza,Empoli,0,0
1998-03-29,Sampdoria,Bologna,2,3
1998-03-29,Fiorentina,Napoli,4,0
1998-03-29,Brescia,Bari,1,1
1998-03-29,Wolves,Portsmouth,2,0
1998-03-29,Feyenoord,Volendam,5,0
1998-03-29,FC Koln,Bochum,2,1
1998-03-29,Zaragoza,Sp Gijon,0,0
1998-03-29,Oviedo,Mallorca,0,1
1998-03-29,Merida,Tenerife,1,1
1998-03-29,Waalwijk,Graafschap,4,1
1998-03-29,Compostela,Salamanca,2,0
1998-03-29,Ath Bilbao,Santander,4,3
1998-03-29,Espanol,La Coruna,2,0
1998-03-29,Twente,Ajax,1,2
1998-03-29,Willem II,Utrecht,3,2
1998-03-29,Celta,Barcelona,3,1
1998-03-30,West Ham,Leeds,3,0
1998-03-31,Bolton,Arsenal,0,1
1998-03-31,Blackburn,Barnsley,2,1
1998-03-31,Wimbledon,Newcastle,0,0
1998-04-01,Nott'm Forest,Sheffield United,3,0
1998-04-01,QPR,Wolves,0,0
1998-04-01,Feyenoord,Groningen,3,0
1998-04-03,Karlsruhe,Hertha,0,2
1998-04-03,Tranmere,Sunderland,0,2
1998-04-03,Harelbeke,Standard,2,0
1998-04-03,Duisburg,Kaiserslautern,1,1
1998-04-03,Sparta,NAC Breda,1,1
1998-04-04,Wimbledon,Bolton,0,0
1998-04-04,Leicester,Coventry,1,1
1998-04-04,Leeds,Barnsley,2,1
1998-04-04,Lommel,Germinal,1,1
1998-04-04,Aalst,Anderlecht,2,3
1998-04-04,Antwerp,Lierse,3,2
1998-04-04,Aston Villa,West Ham,2,0
1998-04-04,Napoli,Piacenza,1,2
1998-04-04,Vicenza,Lecce,1,3
1998-04-04,Sheffield Weds,Southampton,1,0
1998-04-04,Tottenham,Everton,1,1
1998-04-04,Beveren,Genk,0,2
1998-04-04,MVV Maastricht,Heerenveen,1,2
1998-04-04,Hansa Rostock,Dortmund,3,1
1998-04-04,Bielefeld,Wolfsburg,0,1
1998-04-04,Bochum,Schalke 04,3,0
1998-04-04,Leverkusen,M’Gladbach,1,1
1998-04-04,Munich 1860,Hamburg,1,1
1998-04-04,Molenbeek,Gent,0,2
1998-04-04,Barcelona,Oviedo,2,1
1998-04-04,La Coruna,Betis,2,0
1998-04-04,Real Madrid,Ath Bilbao,0,0
1998-04-04,West Brom,Middlesbrough,2,1
1998-04-04,Swindon,Charlton,0,1
1998-04-04,Reading,Stoke,2,0
1998-04-04,Portsmouth,Birmingham,1,1
1998-04-04,Port Vale,Oxford,3,0
1998-04-04,Man City,Stockport,4,1
1998-04-04,Bury,Huddersfield,2,2
1998-04-04,Werder Bremen,Bayern Munich,0,3
1998-04-04,Norwich,Bradford,2,3
1998-04-05,Feyenoord,Ajax,0,1
1998-04-05,Groningen,Roda JC,1,1
1998-04-05,Twente,Utrecht,1,2
1998-04-05,Vitesse,Nijmegen,2,1
1998-04-05,Volendam,Waalwijk,3,4
1998-04-05,Parma,Fiorentina,1,2
1998-04-05,Valencia,Ath Madrid,4,1
1998-04-05,Westerlo,Mouscron,2,1
1998-04-05,St Truiden,Lokeren,2,2
1998-04-05,Derby,Chelsea,0,1
1998-04-05,Bari,Milan,1,0
1998-04-05,Stuttgart,FC Koln,1,1
1998-04-05,Bologna,Udinese,2,0
1998-04-05,Atalanta,Roma,0,1
1998-04-05,Empoli,Brescia,3,1
1998-04-05,Club Brugge,Charleroi,3,2
1998-04-05,Inter,Sampdoria,3,0
1998-04-05,Nott'm Forest,Ipswich,2,1
1998-04-05,Santander,Celta,2,1
1998-04-05,Sociedad,Salamanca,1,1
1998-04-05,Sp Gijon,Espanol,1,0
1998-04-05,Tenerife,Zaragoza,0,0
1998-04-05,Mallorca,Merida,1,0
1998-04-05,Valladolid,Compostela,4,1
1998-04-05,Lazio,Juventus,0,1
1998-04-06,Blackburn,Man United,1,3
1998-04-07,MVV Maastricht,PSV Eindhoven,2,1
1998-04-07,Betis,Barcelona,0,2
1998-04-07,Toulouse,Chateauroux,1,1
1998-04-07,Nantes,Monaco,1,1
1998-04-07,Montpellier,Cannes,1,0
1998-04-07,Lyon,Bordeaux,1,1
1998-04-07,Lens,Rennes,3,0
1998-04-07,Le Havre,Auxerre,2,2
1998-04-07,Tranmere,Portsmouth,2,2
1998-04-07,Sheffield United,Middlesbrough,1,0
1998-04-07,Strasbourg,Bastia,1,1
1998-04-07,Charlton,Wolves,1,0
1998-04-08,Graafschap,Roda JC,2,0
1998-04-08,Vitesse,Volendam,6,0
1998-04-08,Nijmegen,Waalwijk,2,1
1998-04-08,Twente,Willem II,2,0
1998-04-08,Utrecht,For Sittard,1,0
1998-04-08,Ajax,Sparta,4,0
1998-04-08,Leeds,Chelsea,3,1
1998-04-08,Heerenveen,Groningen,1,1
1998-04-08,Marseille,Paris SG,0,0
1998-04-08,Guingamp,Metz,0,1
1998-04-09,Bochum,Hansa Rostock,1,3
1998-04-09,Kaiserslautern,Dortmund,1,1
1998-04-10,Sunderland,QPR,2,2
1998-04-10,Man United,Liverpool,1,1
1998-04-10,Anderlecht,Lommel,2,0
1998-04-10,Charlton,Reading,3,0
1998-04-11,Stoke,Portsmouth,2,1
1998-04-11,Lokeren,Club Brugge,1,1
1998-04-11,Barnsley,Sheffield Weds,2,1
1998-04-11,Everton,Leeds,2,0
1998-04-11,Arsenal,Newcastle,3,1
1998-04-11,Chelsea,Tottenham,2,0
1998-04-11,Bolton,Blackburn,2,1
1998-04-11,Oxford,Swindon,2,1
1998-04-11,Coventry,Aston Villa,1,2
1998-04-11,Crystal Palace,Leicester,0,3
1998-04-11,West Ham,Derby,0,0
1998-04-11,Schalke 04,Stuttgart,3,4
1998-04-11,Wolfsburg,Leverkusen,1,0
1998-04-11,Hertha,Werder Bremen,0,2
1998-04-11,Bayern Munich,Munich 1860,3,1
1998-04-11,Roma,Inter,1,2
1998-04-11,FC Koln,Karlsruhe,0,1
1998-04-11,Vitesse,Graafschap,4,1
1998-04-11,Standard,Beveren,1,2
1998-04-11,Roda JC,Twente,2,0
1998-04-11,Nijmegen,For Sittard,2,2
1998-04-11,NAC Breda,Utrecht,2,1
1998-04-11,Ajax,Heerenveen,7,2
1998-04-11,Sheffield United,Norwich,2,2
1998-04-11,Birmingham,Port Vale,1,1
1998-04-11,Bradford,Nott'm Forest,0,3
1998-04-11,Huddersfield,Crewe,2,0
1998-04-11,Ipswich,Tranmere,0,0
1998-04-11,Wolves,Man City,2,2
1998-04-11,Stockport,West Brom,2,1
1998-04-11,Hamburg,Bielefeld,2,0
1998-04-11,Sampdoria,Empoli,3,0
1998-04-11,Southampton,Wimbledon,0,1
1998-04-11,Udinese,Bari,2,0
1998-04-11,Mouscron,Harelbeke,1,0
1998-04-11,Germinal,St Truiden,1,0
1998-04-11,Gent,Aalst,0,0
1998-04-11,Genk,Antwerp,1,1
1998-04-11,Lierse,Molenbeek,1,1
1998-04-11,Charleroi,Westerlo,1,1
1998-04-11,Milan,Atalanta,3,0
1998-04-11,Merida,Barcelona,1,2
1998-04-11,Celta,Real Madrid,2,1
1998-04-11,Ath Madrid,La Coruna,3,0
1998-04-11,Parma,Napoli,3,1
1998-04-11,Lecce,Bologna,1,1
1998-04-11,Brescia,Lazio,1,1
1998-04-11,Fiorentina,Vicenza,1,1
1998-04-11,Middlesbrough,Bury,4,0
1998-04-11,Juventus,Piacenza,2,0
1998-04-12,Espanol,Tenerife,2,0
1998-04-12,Zaragoza,Mallorca,2,3
1998-04-12,Sparta,PSV Eindhoven,3,1
1998-04-12,M’Gladbach,Duisburg,0,3
1998-04-12,Oviedo,Santander,0,1
1998-04-12,Compostela,Sociedad,1,3
1998-04-12,Ath Bilbao,Valladolid,2,0
1998-04-12,Salamanca,Valencia,6,0
1998-04-12,Waalwijk,Feyenoord,3,2
1998-04-13,Port Vale,Charlton,0,1
1998-04-13,Man City,Birmingham,0,1
1998-04-13,Betis,Sp Gijon,2,1
1998-04-13,Nott'm Forest,Wolves,3,0
1998-04-13,Bury,Bradford,2,0
1998-04-13,Portsmouth,Ipswich,0,1
1998-04-13,Norwich,Huddersfield,5,0
1998-04-13,Reading,Middlesbrough,0,1
1998-04-13,Newcastle,Barnsley,2,1
1998-04-13,West Brom,Sunderland,3,3
1998-04-13,Tranmere,Stockport,3,0
1998-04-13,Derby,Bolton,4,0
1998-04-13,Liverpool,Crystal Palace,2,1
1998-04-13,Wimbledon,Everton,0,0
1998-04-13,Swindon,Sheffield United,1,1
1998-04-13,Tottenham,Coventry,1,1
1998-04-13,Blackburn,Arsenal,1,4
1998-04-13,Crewe,Stoke,2,0
